buffer_size,episode,episode_length,episode_reward,fps,frame,step,total_time
4050.0,81.0,50.0,0.0,0.9814876898048263,4050,4050.0,50.94308114051819
4100.0,82.0,50.0,0.0,57.81902165836756,4100,4100.0,51.80785298347473
4150.0,83.0,50.0,0.0,49.28545963409197,4150,4150.0,52.82237768173218
4200.0,84.0,50.0,0.0,48.13985208799795,4200,4200.0,53.86101984977722
4250.0,85.0,50.0,0.0,51.03423840144219,4250,4250.0,54.84075593948364
4300.0,86.0,50.0,0.0,50.741087987186205,4300,4300.0,55.826152324676514
4350.0,87.0,50.0,0.0,45.17353500910621,4350,4350.0,56.93299651145935
4400.0,88.0,50.0,0.0,50.52112241751465,4400,4400.0,57.922683238983154
4450.0,89.0,50.0,0.0,52.497269563828624,4450,4450.0,58.87511491775513
4500.0,90.0,50.0,0.0,53.14976325105982,4500,4500.0,59.81585502624512
4550.0,91.0,50.0,0.0,52.04735792560274,4550,4550.0,60.77652311325073
4600.0,92.0,50.0,0.0,49.63498328697994,4600,4600.0,61.783878326416016
4650.0,93.0,50.0,0.0,59.579959061278814,4650,4650.0,62.623088359832764
4700.0,94.0,50.0,0.0,51.5038045462996,4700,4700.0,63.593892335891724
4750.0,95.0,50.0,0.0,51.548873614616895,4750,4750.0,64.56384658813477
4800.0,96.0,50.0,0.0,49.74375638948649,4800,4800.0,65.56899952888489
4850.0,97.0,50.0,0.0,53.557169219705365,4850,4850.0,66.50258302688599
4900.0,98.0,50.0,0.0,54.65225883539448,4900,4900.0,67.4174633026123
4950.0,99.0,50.0,0.0,50.313156908572964,4950,4950.0,68.41124296188354
5000.0,100.0,50.0,0.0,49.34453234209071,5000,5000.0,69.42452788352966
5050.0,101.0,50.0,0.0,51.28509118156003,5050,5050.0,70.39947152137756
5100.0,102.0,50.0,0.0,51.67783068395839,5100,5100.0,71.3670060634613
5150.0,103.0,50.0,0.0,50.670961023397076,5150,5150.0,72.35376572608948
5200.0,104.0,50.0,0.0,50.25656067782248,5200,5200.0,73.34866166114807
5250.0,105.0,50.0,0.0,52.843116454561994,5250,5250.0,74.29486346244812
5300.0,106.0,50.0,0.0,50.023698112523455,5300,5300.0,75.2943925857544
5350.0,107.0,50.0,0.0,50.74629393791495,5350,5350.0,76.27968716621399
5400.0,108.0,50.0,0.0,49.747768391937505,5400,5400.0,77.28475952148438
5450.0,109.0,50.0,0.0,51.60014044456561,5450,5450.0,78.25375056266785
5500.0,110.0,50.0,0.0,52.026969699525715,5500,5500.0,79.21479272842407
5550.0,111.0,50.0,0.0,52.316985522691624,5550,5550.0,80.17050671577454
5600.0,112.0,50.0,0.0,53.41791278202843,5600,5600.0,81.10652446746826
5650.0,113.0,50.0,0.0,49.4858516589183,5650,5650.0,82.11691570281982
5700.0,114.0,50.0,0.0,54.17275646241634,5700,5700.0,83.03989028930664
